code_commune_INSEE,nom_commune_postal,code_postal,libelle_acheminement,ligne_5,latitude,longitude,code_commune,article,nom_commune,nom_commune_complet,code_departement,nom_departement,code_region,nom_region
31099,CAIGNAC,31560,CAIGNAC,,43.3198333866,1.70726784599,99,,Caignac,Caignac,31,Haute-Garonne,76,Occitanie
31100,CALMONT,31560,CALMONT,,43.2841584192,1.62632523244,100,,Calmont,Calmont,31,Haute-Garonne,76,Occitanie
31101,CAMBERNARD,31470,CAMBERNARD,,43.4619758547,1.17879278743,101,,Cambernard,Cambernard,31,Haute-Garonne,76,Occitanie
31102,CAMBIAC,31460,CAMBIAC,,43.4906846108,1.7895005846,102,,Cambiac,Cambiac,31,Haute-Garonne,76,Occitanie
31103,CANENS,31310,CANENS,,43.2165330138,1.33272050885,103,,Canens,Canens,31,Haute-Garonne,76,Occitanie
31104,CAPENS,31410,CAPENS,,43.3349294314,1.25981787784,104,,Capens,Capens,31,Haute-Garonne,76,Occitanie
31105,CARAGOUDES,31460,CARAGOUDES,,43.5007296473,1.71348658169,105,,Caragoudes,Caragoudes,31,Haute-Garonne,76,Occitanie
31106,CARAMAN,31460,CARAMAN,,43.5291002668,1.75296927178,106,,Caraman,Caraman,31,Haute-Garonne,76,Occitanie
31107,CARBONNE,31390,CARBONNE,,43.3014494679,1.21849966052,107,,Carbonne,Carbonne,31,Haute-Garonne,76,Occitanie
31108,CARDEILHAC,31350,CARDEILHAC,,43.1959659797,0.676356959979,108,,Cardeilhac,Cardeilhac,31,Haute-Garonne,76,Occitanie
31109,CASSAGNABERE TOURNAS,31420,CASSAGNABERE TOURNAS,,43.2311062604,0.799151440801,109,,Cassagnabère-Tournas,Cassagnabère-Tournas,31,Haute-Garonne,76,Occitanie
31110,CASSAGNE,31260,CASSAGNE,,43.1242700684,0.991401965489,110,,Cassagne,Cassagne,31,Haute-Garonne,76,Occitanie
31111,CASTAGNAC,31310,CASTAGNAC,,43.2357808923,1.34342211864,111,,Castagnac,Castagnac,31,Haute-Garonne,76,Occitanie
31112,CASTAGNEDE,31260,CASTAGNEDE,,43.051468722,0.977338440086,112,,Castagnède,Castagnède,31,Haute-Garonne,76,Occitanie
31113,CASTANET TOLOSAN,31320,CASTANET TOLOSAN,,43.5136166687,1.50383757047,113,,Castanet-Tolosan,Castanet-Tolosan,31,Haute-Garonne,76,Occitanie
31114,CASTELBIAGUE,31160,CASTELBIAGUE,,43.0356678546,0.927325532514,114,,Castelbiague,Castelbiague,31,Haute-Garonne,76,Occitanie
31115,CASTELGAILLARD,31230,CASTELGAILLARD,,43.352091246,0.901912825584,115,,Castelgaillard,Castelgaillard,31,Haute-Garonne,76,Occitanie
31116,CASTELGINEST,31780,CASTELGINEST,,43.6974132735,1.4355878363,116,,Castelginest,Castelginest,31,Haute-Garonne,76,Occitanie
31117,CASTELMAUROU,31180,CASTELMAUROU,,43.6845152261,1.53745049477,117,,Castelmaurou,Castelmaurou,31,Haute-Garonne,76,Occitanie
31118,CASTELNAU D ESTRETEFONDS,31620,CASTELNAU D ESTRETEFONDS,,43.7938485319,1.36164575228,118,,Castelnau-d'Estrétefonds,Castelnau-d'Estrétefonds,31,Haute-Garonne,76,Occitanie
31119,CASTELNAU PICAMPEAU,31430,CASTELNAU PICAMPEAU,,43.3086246303,1.01513029309,119,,Castelnau-Picampeau,Castelnau-Picampeau,31,Haute-Garonne,76,Occitanie
31120,LE CASTERA,31530,LE CASTERA,,43.6709769042,1.14478354083,120,Le,Castéra,Le Castéra,31,Haute-Garonne,76,Occitanie
31121,CASTERA VIGNOLES,31350,CASTERA VIGNOLES,,43.2764304672,0.782548294246,121,,Castéra-Vignoles,Castéra-Vignoles,31,Haute-Garonne,76,Occitanie
31122,CASTIES LABRANDE,31430,CASTIES LABRANDE,,43.3277537605,0.993442219827,122,,Casties-Labrande,Casties-Labrande,31,Haute-Garonne,76,Occitanie
31123,CASTILLON DE LARBOUST,31110,CASTILLON DE LARBOUST,,42.7401974688,0.557666969635,123,,Castillon-de-Larboust,Castillon-de-Larboust,31,Haute-Garonne,76,Occitanie
31124,CASTILLON DE ST MARTORY,31360,CASTILLON DE ST MARTORY,,43.1370495507,0.85105513739,124,,Castillon-de-Saint-Martory,Castillon-de-Saint-Martory,31,Haute-Garonne,76,Occitanie
31125,CATHERVIELLE,31110,CATHERVIELLE,,42.8234692001,0.507545845496,125,,Cathervielle,Cathervielle,31,Haute-Garonne,76,Occitanie
31126,CAUBIAC,31480,CAUBIAC,,43.7125921487,1.07397427745,126,,Caubiac,Caubiac,31,Haute-Garonne,76,Occitanie
31127,CAUBOUS,31110,CAUBOUS,,42.8472592399,0.521910394334,127,,Caubous,Caubous,31,Haute-Garonne,76,Occitanie
31128,CAUJAC,31190,CAUJAC,,43.2953977811,1.45851847854,128,,Caujac,Caujac,31,Haute-Garonne,76,Occitanie
31129,CAZARILH LASPENES,31110,CAZARILH LASPENES,,42.8031770171,0.581463334845,129,,Cazarilh-Laspènes,Cazarilh-Laspènes,31,Haute-Garonne,76,Occitanie
31130,CAZARIL TAMBOURES,31580,CAZARIL TAMBOURES,,43.1788077509,0.542510380737,130,,Cazaril-Tambourès,Cazaril-Tambourès,31,Haute-Garonne,76,Occitanie
31131,CAZAUNOUS,31160,CAZAUNOUS,,42.9882048056,0.724729046231,131,,Cazaunous,Cazaunous,31,Haute-Garonne,76,Occitanie
31132,CAZAUX LAYRISSE,31440,CAZAUX LAYRISSE,,42.8715028336,0.59693837031,132,,Cazaux-Layrisse,Cazaux-Layrisse,31,Haute-Garonne,76,Occitanie
31133,CAZEAUX DE LARBOUST,31110,CAZEAUX DE LARBOUST,,42.7515051317,0.532234410988,133,,Cazeaux-de-Larboust,Cazeaux-de-Larboust,31,Haute-Garonne,76,Occitanie
31134,CAZENEUVE MONTAUT,31420,CAZENEUVE MONTAUT,,43.181753746,0.862058674032,134,,Cazeneuve-Montaut,Cazeneuve-Montaut,31,Haute-Garonne,76,Occitanie
31135,CAZERES,31220,CAZERES,,43.2203354224,1.09307402728,135,,Cazères,Cazères,31,Haute-Garonne,76,Occitanie
31136,CEPET,31620,CEPET,,43.7456992513,1.43660975601,136,,Cépet,Cépet,31,Haute-Garonne,76,Occitanie
31137,CESSALES,31290,CESSALES,,43.4578290788,1.74447351258,137,,Cessales,Cessales,31,Haute-Garonne,76,Occitanie
31138,CHARLAS,31350,CHARLAS,,43.2348620217,0.69256790688,138,,Charlas,Charlas,31,Haute-Garonne,76,Occitanie
31139,CHAUM,31440,CHAUM,,42.9406957068,0.66516191816,139,,Chaum,Chaum,31,Haute-Garonne,76,Occitanie
31140,CHEIN DESSUS,31160,CHEIN DESSUS,,43.0047959072,0.875406568776,140,,Chein-Dessus,Chein-Dessus,31,Haute-Garonne,76,Occitanie
31141,CIADOUX,31350,CIADOUX,,43.2542454661,0.742080761345,141,,Ciadoux,Ciadoux,31,Haute-Garonne,76,Occitanie
31142,CIER DE LUCHON,31110,CIER DE LUCHON,,42.8554210387,0.587203790496,142,,Cier-de-Luchon,Cier-de-Luchon,31,Haute-Garonne,76,Occitanie
31143,CIER DE RIVIERE,31510,CIER DE RIVIERE,,43.0582093702,0.626576681878,143,,Cier-de-Rivière,Cier-de-Rivière,31,Haute-Garonne,76,Occitanie
31144,CIERP GAUD,31440,CIERP GAUD,,42.9126857929,0.634654016295,144,,Cierp-Gaud,Cierp-Gaud,31,Haute-Garonne,76,Occitanie
31145,CINTEGABELLE,31550,CINTEGABELLE,,43.3068275347,1.53572104777,145,,Cintegabelle,Cintegabelle,31,Haute-Garonne,76,Occitanie
31146,CIRES,31110,CIRES,,42.8523193923,0.509249607327,146,,Cirès,Cirès,31,Haute-Garonne,76,Occitanie
31147,CLARAC,31210,CLARAC,,43.1137180327,0.6161886319,147,,Clarac,Clarac,31,Haute-Garonne,76,Occitanie
31148,CLERMONT LE FORT,31810,CLERMONT LE FORT,,43.4584289455,1.44262793201,148,,Clermont-le-Fort,Clermont-le-Fort,31,Haute-Garonne,76,Occitanie
31149,COLOMIERS,31770,COLOMIERS,,43.611551508,1.32700218407,149,,Colomiers,Colomiers,31,Haute-Garonne,76,Occitanie
31150,CORNEBARRIEU,31700,CORNEBARRIEU,,43.6486265729,1.32242964582,150,,Cornebarrieu,Cornebarrieu,31,Haute-Garonne,76,Occitanie
31151,CORRONSAC,31450,CORRONSAC,,43.4715894844,1.48988057955,151,,Corronsac,Corronsac,31,Haute-Garonne,76,Occitanie
31152,COUEILLES,31230,COUEILLES,,43.346722057,0.878316762368,152,,Coueilles,Coueilles,31,Haute-Garonne,76,Occitanie
31153,COULADERE,31220,COULADERE,,43.1961985642,1.09427022824,153,,Couladère,Couladère,31,Haute-Garonne,76,Occitanie
31155,COURET,31160,COURET,,43.0492105288,0.816891672701,155,,Couret,Couret,31,Haute-Garonne,76,Occitanie
31156,COX,31480,COX,,43.7604806634,1.04203619262,156,,Cox,Cox,31,Haute-Garonne,76,Occitanie
31157,CUGNAUX,31270,CUGNAUX,,43.5449211242,1.34286223759,157,,Cugnaux,Cugnaux,31,Haute-Garonne,76,Occitanie
31158,CUGURON,31210,CUGURON,,43.104325893,0.51568143449,158,,Cuguron,Cuguron,31,Haute-Garonne,76,Occitanie
31159,LE CUING,31210,LE CUING,,43.1471175091,0.611931912745,159,Le,Cuing,Le Cuing,31,Haute-Garonne,76,Occitanie
31160,DAUX,31700,DAUX,,43.6872531862,1.26634638544,160,,Daux,Daux,31,Haute-Garonne,76,Occitanie
31161,DEYME,31450,DEYME,,43.482390026,1.53265253499,161,,Deyme,Deyme,31,Haute-Garonne,76,Occitanie
31162,DONNEVILLE,31450,DONNEVILLE,,43.4727663351,1.55123674393,162,,Donneville,Donneville,31,Haute-Garonne,76,Occitanie
31163,DREMIL LAFAGE,31280,DREMIL LAFAGE,,43.5917450046,1.60317858456,163,,Drémil-Lafage,Drémil-Lafage,31,Haute-Garonne,76,Occitanie
31164,DRUDAS,31480,DRUDAS,,43.7622728422,1.09790048233,164,,Drudas,Drudas,31,Haute-Garonne,76,Occitanie
31165,EAUNES,31600,EAUNES,,43.4276929383,1.35897762267,165,,Eaunes,Eaunes,31,Haute-Garonne,76,Occitanie
31166,EMPEAUX,31470,EMPEAUX,,43.5369176255,1.07909737017,166,,Empeaux,Empeaux,31,Haute-Garonne,76,Occitanie
31167,ENCAUSSE LES THERMES,31160,ENCAUSSE LES THERMES,,43.0532848166,0.746258275934,167,,Encausse-les-Thermes,Encausse-les-Thermes,31,Haute-Garonne,76,Occitanie
31168,EOUX,31420,EOUX,,43.2774587805,0.882334397451,168,,Eoux,Eoux,31,Haute-Garonne,76,Occitanie
31169,ESCALQUENS,31750,ESCALQUENS,,43.5209125935,1.55243226997,169,,Escalquens,Escalquens,31,Haute-Garonne,76,Occitanie
31170,ESCANECRABE,31350,ESCANECRABE,,43.2716594526,0.757214642692,170,,Escanecrabe,Escanecrabe,31,Haute-Garonne,76,Occitanie
31171,ESPANES,31450,ESPANES,,43.4509538019,1.4870137127,171,,Espanès,Espanès,31,Haute-Garonne,76,Occitanie
31172,ESPARRON,31420,ESPARRON,,43.2611725663,0.811588466445,172,,Esparron,Esparron,31,Haute-Garonne,76,Occitanie
31173,ESPERCE,31190,ESPERCE,,43.2993657224,1.40063786328,173,,Esperce,Esperce,31,Haute-Garonne,76,Occitanie
31174,ESTADENS,31160,ESTADENS,,43.0338015189,0.844111123426,174,,Estadens,Estadens,31,Haute-Garonne,76,Occitanie
31175,ESTANCARBON,31800,ESTANCARBON,,43.108852598,0.781108335801,175,,Estancarbon,Estancarbon,31,Haute-Garonne,76,Occitanie
31176,ESTENOS,31440,ESTENOS,,42.9408620061,0.635528965839,176,,Esténos,Esténos,31,Haute-Garonne,76,Occitanie
31177,EUP,31440,EUP,,42.9263371588,0.684482235648,177,,Eup,Eup,31,Haute-Garonne,76,Occitanie
31178,FABAS,31230,FABAS,,43.3119614436,0.89311883238,178,,Fabas,Fabas,31,Haute-Garonne,76,Occitanie
31179,LE FAGET,31460,LE FAGET,,43.5648428927,1.8260785638,179,Le,Faget,Le Faget,31,Haute-Garonne,76,Occitanie
31180,FALGA,31540,FALGA,,43.480563098,1.84601018765,180,,Falga,Falga,31,Haute-Garonne,76,Occitanie
31181,LE FAUGA,31410,LE FAUGA,,43.3984327015,1.2940830427,181,Le,Fauga,Le Fauga,31,Haute-Garonne,76,Occitanie
31182,FENOUILLET,31150,FENOUILLET,,43.6848098988,1.39052053451,182,,Fenouillet,Fenouillet,31,Haute-Garonne,76,Occitanie
31183,FIGAROL,31260,FIGAROL,,43.086105599,0.905126707725,183,,Figarol,Figarol,31,Haute-Garonne,76,Occitanie
31184,FLOURENS,31130,FLOURENS,,43.5977742595,1.55391307823,184,,Flourens,Flourens,31,Haute-Garonne,76,Occitanie
31185,FOLCARDE,31290,FOLCARDE,,43.4059778673,1.79495498171,185,,Folcarde,Folcarde,31,Haute-Garonne,76,Occitanie
